True Emotion,Predicted Emotion,Time Taken (s),Average Time(s),Count,Gender,Model Name,WAV File,Accuracy,,,,,,
exc,"hap
",27.98912024,0.191706303,146,M,sharegpt4video-8b,Ses01M_script01_3_M018,0,,,,,,
exc,hap,2.564275503,0.017563531,146,M,VideoLLaMA2-7B,Ses01M_script01_3_M018,0,,,,,,
hap,hap,11.29573178,0.131345718,86,M,MiniCPM-V-2_6,Ses01M_script01_3_M019,1,,,,,,
hap,"hap
",19.14610291,0.222629104,86,M,sharegpt4video-8b,Ses01M_script01_3_M019,0,,,,,,
hap,hap,1.736310482,0.020189657,86,M,VideoLLaMA2-7B,Ses01M_script01_3_M019,1,,,,,,
sad,neu,15.37030172,0.129162199,119,M,MiniCPM-V-2_6,Ses01M_script01_3_M020,0,,,,,,
sad,"hap
",23.07642341,0.193919524,119,M,sharegpt4video-8b,Ses01M_script01_3_M020,0,,,,,,
sad,hap,1.767416477,0.014852239,119,M,VideoLLaMA2-7B,Ses01M_script01_3_M020,0,,,,,,
sad,neu,15.19100285,0.128737312,118,M,MiniCPM-V-2_6,Ses01M_script01_3_M021,0,,,,,,
sad,"hap
",25.30461764,0.214445912,118,M,sharegpt4video-8b,Ses01M_script01_3_M021,0,,,,,,
sad,hap,1.924484968,0.016309195,118,M,VideoLLaMA2-7B,Ses01M_script01_3_M021,0,,,,,,
sad,neu,32.00523806,0.120774483,265,M,MiniCPM-V-2_6,Ses01M_script01_3_M022,0,,,,,,
sad,"hap
",56.16566038,0.211945888,265,M,sharegpt4video-8b,Ses01M_script01_3_M022,0,,,,,,
sad,hap,3.663799763,0.013825659,265,M,VideoLLaMA2-7B,Ses01M_script01_3_M022,0,,,,,,
sad,neu,9.839533329,0.10812674,91,M,MiniCPM-V-2_6,Ses01M_script01_3_M023,0,,,,,,
sad,"hap
",20.13213205,0.22123222,91,M,sharegpt4video-8b,Ses01M_script01_3_M023,0,,,,,,
sad,hap,1.841106892,0.020231944,91,M,VideoLLaMA2-7B,Ses01M_script01_3_M023,0,,,,,,
sad,neu,18.32102728,0.130864481,140,M,MiniCPM-V-2_6,Ses01M_script01_3_M024,0,,,,,,
sad,"hap
",27.92759609,0.199482829,140,M,sharegpt4video-8b,Ses01M_script01_3_M024,0,,,,,,
sad,hap,2.2908988,0.016363563,140,M,VideoLLaMA2-7B,Ses01M_script01_3_M024,0,,,,,,
sad,neu,19.42767024,0.117034158,166,M,MiniCPM-V-2_6,Ses01M_script01_3_M025,0,,,,,,
sad,"hap
",35.80175281,0.21567321,166,M,sharegpt4video-8b,Ses01M_script01_3_M025,0,,,,,,
sad,hap,2.868169546,0.01727813,166,M,VideoLLaMA2-7B,Ses01M_script01_3_M025,0,,,,,,
sad,neu,10.67950177,0.127136926,84,M,MiniCPM-V-2_6,Ses01M_script01_3_M026,0,,,,,,
sad,"hap
",16.4935782,0.196352121,84,M,sharegpt4video-8b,Ses01M_script01_3_M026,0,,,,,,
sad,neu,1.481842041,0.017640977,84,M,VideoLLaMA2-7B,Ses01M_script01_3_M026,0,,,,,,
sad,neu,11.46051645,0.131730074,87,M,MiniCPM-V-2_6,Ses01M_script01_3_M027,0,,,,,,
sad,"hap
",19.71809983,0.226644826,87,M,sharegpt4video-8b,Ses01M_script01_3_M027,0,,,,,,
sad,hap,1.756927013,0.020194563,87,M,VideoLLaMA2-7B,Ses01M_script01_3_M027,0,,,,,,
sad,hap,50.07840395,0.120380779,416,M,MiniCPM-V-2_6,Ses01M_script01_3_M028,0,,,,,,
sad,"hap
",85.63748264,0.205859333,416,M,sharegpt4video-8b,Ses01M_script01_3_M028,0,,,,,,
sad,hap,6.55365324,0.015753974,416,M,VideoLLaMA2-7B,Ses01M_script01_3_M028,0,,,,,,
sad,hap,44.481812,0.120221114,370,M,MiniCPM-V-2_6,Ses01M_script01_3_M029,0,,,,,,
sad,"hap
",74.06111026,0.200165163,370,M,sharegpt4video-8b,Ses01M_script01_3_M029,0,,,,,,
sad,hap,5.144034863,0.013902797,370,M,VideoLLaMA2-7B,Ses01M_script01_3_M029,0,,,,,,
sad,hap,25.17499042,0.130440365,193,M,MiniCPM-V-2_6,Ses01M_script01_3_M030,0,,,,,,
sad,"hap
",41.29361939,0.213956577,193,M,sharegpt4video-8b,Ses01M_script01_3_M030,0,,,,,,
sad,hap,3.014843702,0.015620952,193,M,VideoLLaMA2-7B,Ses01M_script01_3_M030,0,,,,,,
sad,hap,40.35549855,0.128112694,315,M,MiniCPM-V-2_6,Ses01M_script01_3_M031,0,,,,,,
sad,"hap
",62.12748265,0.197230104,315,M,sharegpt4video-8b,Ses01M_script01_3_M031,0,,,,,,
sad,hap,4.497567415,0.014277992,315,M,VideoLLaMA2-7B,Ses01M_script01_3_M031,0,,,,,,
sad,neu,90.32388568,0.126150678,716,M,MiniCPM-V-2_6,Ses01M_script01_3_M032,0,,,,,,
sad,"hap
",145.3681614,0.203028158,716,M,sharegpt4video-8b,Ses01M_script01_3_M032,0,,,,,,
sad,hap,11.04053473,0.015419741,716,M,VideoLLaMA2-7B,Ses01M_script01_3_M032,0,,,,,,
sad,neu,33.09664822,0.116537494,284,M,MiniCPM-V-2_6,Ses01M_script01_3_M033,0,,,,,,
sad,"hap
",58.65251684,0.206522947,284,M,sharegpt4video-8b,Ses01M_script01_3_M033,0,,,,,,
sad,hap,4.71583271,0.016605045,284,M,VideoLLaMA2-7B,Ses01M_script01_3_M033,0,,,,,,
sad,hap,52.17579031,0.121906052,428,M,MiniCPM-V-2_6,Ses01M_script01_3_M034,0,,,,,,
sad,"hap
",88.49414992,0.206762033,428,M,sharegpt4video-8b,Ses01M_script01_3_M034,0,,,,,,
sad,hap,6.493192196,0.01517101,428,M,VideoLLaMA2-7B,Ses01M_script01_3_M034,0,,,,,,
sad,hap,31.14272022,0.129222905,241,M,MiniCPM-V-2_6,Ses01M_script01_3_M035,0,,,,,,
sad,"hap
",48.10670257,0.199612874,241,M,sharegpt4video-8b,Ses01M_script01_3_M035,0,,,,,,
sad,hap,3.748548985,0.015554145,241,M,VideoLLaMA2-7B,Ses01M_script01_3_M035,0,,,,,,
sad,neu,31.91975856,0.127170353,251,M,MiniCPM-V-2_6,Ses01M_script01_3_M036,0,,,,,,
sad,"hap
",48.97191,0.195107211,251,M,sharegpt4video-8b,Ses01M_script01_3_M036,0,,,,,,
sad,hap,3.640336275,0.014503332,251,M,VideoLLaMA2-7B,Ses01M_script01_3_M036,0,,,,,,
sad,neu,30.83488941,0.126892549,243,M,MiniCPM-V-2_6,Ses01M_script01_3_M037,0,,,,,,
sad,"hap
",49.42394805,0.203390733,243,M,sharegpt4video-8b,Ses01M_script01_3_M037,0,,,,,,
sad,hap,3.591589451,0.014780204,243,M,VideoLLaMA2-7B,Ses01M_script01_3_M037,0,,,,,,
sad,neu,48.19390154,0.119291835,404,M,MiniCPM-V-2_6,Ses01M_script01_3_M038,0,,,,,,
sad,"hap
",82.23682451,0.203556496,404,M,sharegpt4video-8b,Ses01M_script01_3_M038,0,,,,,,
sad,hap,6.03870225,0.014947283,404,M,VideoLLaMA2-7B,Ses01M_script01_3_M038,0,,,,,,
sad,neu,31.63975692,0.131285298,241,M,MiniCPM-V-2_6,Ses01M_script01_3_M039,0,,,,,,
sad,"hap
",45.79239273,0.190009928,241,M,sharegpt4video-8b,Ses01M_script01_3_M039,0,,,,,,
sad,hap,3.588093281,0.014888354,241,M,VideoLLaMA2-7B,Ses01M_script01_3_M039,0,,,,,,
sad,neu,40.40396333,0.129086145,313,M,MiniCPM-V-2_6,Ses01M_script01_3_M040,0,,,,,,
sad,"hap
",61.28373432,0.195794678,313,M,sharegpt4video-8b,Ses01M_script01_3_M040,0,,,,,,
sad,hap,4.482001305,0.014319493,313,M,VideoLLaMA2-7B,Ses01M_script01_3_M040,0,,,,,,
sad,neu,13.43159223,0.129149925,104,M,MiniCPM-V-2_6,Ses01M_script01_3_M041,0,,,,,,
sad,"hap
",21.30581164,0.204863573,104,M,sharegpt4video-8b,Ses01M_script01_3_M041,0,,,,,,
sad,hap,1.6804111,0.016157799,104,M,VideoLLaMA2-7B,Ses01M_script01_3_M041,0,,,,,,
xxx,neu,10.27213764,0.119443461,86,M,MiniCPM-V-2_6,Ses01M_script01_3_M042,0,,,,,,
xxx,"hap
",18.98578548,0.220764947,86,M,sharegpt4video-8b,Ses01M_script01_3_M042,0,,,,,,
xxx,hap,1.635929346,0.019022434,86,M,VideoLLaMA2-7B,Ses01M_script01_3_M042,0,,,,,,
hap,neu,14.45420861,0.129055434,112,M,MiniCPM-V-2_6,Ses01M_script01_3_M043,0,,,,,,
hap,"hap
",24.03135395,0.21456566,112,M,sharegpt4video-8b,Ses01M_script01_3_M043,0,,,,,,
hap,hap,1.68109417,0.015009769,112,M,VideoLLaMA2-7B,Ses01M_script01_3_M043,1,,,,,,
hap,hap,19.40931726,0.12284378,158,F,MiniCPM-V-2_6,Ses01F_script03_2_F000,1,,,,,,
hap,"hap
",34.45715523,0.218083261,158,F,sharegpt4video-8b,Ses01F_script03_2_F000,0,,,,,,
hap,hap,2.54360652,0.016098775,158,F,VideoLLaMA2-7B,Ses01F_script03_2_F000,1,,,,,,
hap,hap,15.16988635,0.123332409,123,F,MiniCPM-V-2_6,Ses01F_script03_2_F001,1,,,,,,
hap,"hap
",24.87385321,0.202226449,123,F,sharegpt4video-8b,Ses01F_script03_2_F001,0,,,,,,
hap,hap,1.791820526,0.014567647,123,F,VideoLLaMA2-7B,Ses01F_script03_2_F001,1,,,,,,
hap,neu,15.08537459,0.130046333,116,F,MiniCPM-V-2_6,Ses01F_script03_2_F002,0,,,,,,
hap,"hap
",24.63051581,0.212332033,116,F,sharegpt4video-8b,Ses01F_script03_2_F002,0,,,,,,
hap,hap,1.647327423,0.014201098,116,F,VideoLLaMA2-7B,Ses01F_script03_2_F002,1,,,,,,
xxx,neu,18.47509408,0.114043791,162,F,MiniCPM-V-2_6,Ses01F_script03_2_F003,0,,,,,,
xxx,"hap
",34.16426373,0.210890517,162,F,sharegpt4video-8b,Ses01F_script03_2_F003,0,,,,,,
xxx,neu,2.63113904,0.016241599,162,F,VideoLLaMA2-7B,Ses01F_script03_2_F003,0,,,,,,
neu,neu,22.20271873,0.12984046,171,F,MiniCPM-V-2_6,Ses01F_script03_2_F004,1,,,,,,
neu,"hap
",32.80095124,0.191818428,171,F,sharegpt4video-8b,Ses01F_script03_2_F004,0,,,,,,
neu,neu,2.616678476,0.015302213,171,F,VideoLLaMA2-7B,Ses01F_script03_2_F004,1,,,,,,
neu,hap,7.963211298,0.128438892,62,F,MiniCPM-V-2_6,Ses01F_script03_2_F005,0,,,,,,
neu,"hap
",13.12045717,0.211620277,62,F,sharegpt4video-8b,Ses01F_script03_2_F005,0,,,,,,
neu,hap,1.133503199,0.01828231,62,F,VideoLLaMA2-7B,Ses01F_script03_2_F005,0,,,,,,
xxx,neu,15.85527205,0.128904651,123,F,MiniCPM-V-2_6,Ses01F_script03_2_F006,0,,,,,,
xxx,"hap
",24.22645879,0.19696308,123,F,sharegpt4video-8b,Ses01F_script03_2_F006,0,,,,,,
xxx,neu,1.660713673,0.013501737,123,F,VideoLLaMA2-7B,Ses01F_script03_2_F006,0,,,,,,
xxx,hap,25.03653073,0.123332664,203,F,MiniCPM-V-2_6,Ses01F_script03_2_F007,0,,,,,,
xxx,"hap
",44.40442872,0.218741028,203,F,sharegpt4video-8b,Ses01F_script03_2_F007,0,,,,,,
xxx,hap,2.883733273,0.014205583,203,F,VideoLLaMA2-7B,Ses01F_script03_2_F007,0,,,,,,
fru,ang,10.06262708,0.103738423,97,F,MiniCPM-V-2_6,Ses01F_script03_2_F008,0,,,,,,
fru,"hap
",17.58082056,0.181245573,97,F,sharegpt4video-8b,Ses01F_script03_2_F008,0,,,,,,
fru,hap,1.851822376,0.019090952,97,F,VideoLLaMA2-7B,Ses01F_script03_2_F008,0,,,,,,
xxx,hap,9.772239923,0.130296532,75,F,MiniCPM-V-2_6,Ses01F_script03_2_F009,0,,,,,,
xxx,"hap
",16.85218811,0.224695841,75,F,sharegpt4video-8b,Ses01F_script03_2_F009,0,,,,,,
xxx,hap,1.471209526,0.019616127,75,F,VideoLLaMA2-7B,Ses01F_script03_2_F009,0,,,,,,
xxx,hap,14.19962215,0.130271763,109,F,MiniCPM-V-2_6,Ses01F_script03_2_F010,0,,,,,,
xxx,"hap
",21.97046113,0.201563864,109,F,sharegpt4video-8b,Ses01F_script03_2_F010,0,,,,,,
xxx,hap,1.630029678,0.014954401,109,F,VideoLLaMA2-7B,Ses01F_script03_2_F010,0,,,,,,
xxx,hap,17.86492515,0.131359744,136,F,MiniCPM-V-2_6,Ses01F_script03_2_F011,0,,,,,,
xxx,"hap
",30.20983934,0.222131172,136,F,sharegpt4video-8b,Ses01F_script03_2_F011,0,,,,,,
xxx,hap,2.281147003,0.01677314,136,F,VideoLLaMA2-7B,Ses01F_script03_2_F011,0,,,,,,
xxx,hap,11.60760546,0.124812962,93,F,MiniCPM-V-2_6,Ses01F_script03_2_F012,0,,,,,,
xxx,"hap
",17.69086027,0.190224304,93,F,sharegpt4video-8b,Ses01F_script03_2_F012,0,,,,,,
xxx,hap,1.586832762,0.017062718,93,F,VideoLLaMA2-7B,Ses01F_script03_2_F012,0,,,,,,
ang,neu,8.359117985,0.130611219,64,F,MiniCPM-V-2_6,Ses01F_script03_2_F013,0,,,,,,
ang,"hap
",13.10282516,0.204731643,64,F,sharegpt4video-8b,Ses01F_script03_2_F013,0,,,,,,
ang,neu,0.901824474,0.014091007,64,F,VideoLLaMA2-7B,Ses01F_script03_2_F013,0,,,,,,
ang,hap,8.681399345,0.131536354,66,F,MiniCPM-V-2_6,Ses01F_script03_2_F014,0,,,,,,
ang,"hap
",15.55849576,0.235734784,66,F,sharegpt4video-8b,Ses01F_script03_2_F014,0,,,,,,
ang,hap,1.403702497,0.02126822,66,F,VideoLLaMA2-7B,Ses01F_script03_2_F014,0,,,,,,
ang,hap,17.58001471,0.122937166,143,F,MiniCPM-V-2_6,Ses01F_script03_2_F015,0,,,,,,
ang,"hap
",30.04989123,0.2101391,143,F,sharegpt4video-8b,Ses01F_script03_2_F015,0,,,,,,
ang,hap,3.037681341,0.021242527,143,F,VideoLLaMA2-7B,Ses01F_script03_2_F015,0,,,,,,
ang,hap,17.51317596,0.125994072,139,F,MiniCPM-V-2_6,Ses01F_script03_2_F016,0,,,,,,
ang,"hap
",27.60418987,0.198591294,139,F,sharegpt4video-8b,Ses01F_script03_2_F016,0,,,,,,
ang,hap,1.988300323,0.014304319,139,F,VideoLLaMA2-7B,Ses01F_script03_2_F016,0,,,,,,
ang,neu,6.463786364,0.119699747,54,F,MiniCPM-V-2_6,Ses01F_script03_2_F017,0,,,,,,
ang,"hap
",11.34906077,0.210167792,54,F,sharegpt4video-8b,Ses01F_script03_2_F017,0,,,,,,
ang,hap,0.946867704,0.017534587,54,F,VideoLLaMA2-7B,Ses01F_script03_2_F017,0,,,,,,
ang,neu,7.138544321,0.127474006,56,F,MiniCPM-V-2_6,Ses01F_script03_2_F018,0,,,,,,
ang,"hap
",11.93234181,0.213077532,56,F,sharegpt4video-8b,Ses01F_script03_2_F018,0,,,,,,
ang,neu,0.847823143,0.015139699,56,F,VideoLLaMA2-7B,Ses01F_script03_2_F018,0,,,,,,
xxx,hap,15.95142007,0.129686342,123,F,MiniCPM-V-2_6,Ses01F_script03_2_F019,0,,,,,,
xxx,"hap
",21.90879035,0.178120247,123,F,sharegpt4video-8b,Ses01F_script03_2_F019,0,,,,,,
xxx,hap,1.616612434,0.013143191,123,F,VideoLLaMA2-7B,Ses01F_script03_2_F019,0,,,,,,
xxx,hap,8.707486153,0.103660549,84,F,MiniCPM-V-2_6,Ses01F_script03_2_F020,0,,,,,,
xxx,"hap
",17.57977724,0.209283062,84,F,sharegpt4video-8b,Ses01F_script03_2_F020,0,,,,,,
xxx,hap,1.571866512,0.018712697,84,F,VideoLLaMA2-7B,Ses01F_script03_2_F020,0,,,,,,
ang,neu,31.5248208,0.122664672,257,F,MiniCPM-V-2_6,Ses01F_script03_2_F021,0,,,,,,
ang,"hap
",55.14783764,0.214583026,257,F,sharegpt4video-8b,Ses01F_script03_2_F021,0,,,,,,
ang,neu,3.681698322,0.014325674,257,F,VideoLLaMA2-7B,Ses01F_script03_2_F021,0,,,,,,
ang,neu,9.369663,0.117120788,80,F,MiniCPM-V-2_6,Ses01F_script03_2_F022,0,,,,,,
ang,"hap
",16.20412874,0.202551609,80,F,sharegpt4video-8b,Ses01F_script03_2_F022,0,,,,,,
ang,neu,1.502867222,0.01878584,80,F,VideoLLaMA2-7B,Ses01F_script03_2_F022,0,,,,,,
ang,neu,8.827040911,0.129809425,68,F,MiniCPM-V-2_6,Ses01F_script03_2_F023,0,,,,,,
ang,"hap
",15.76727843,0.231871742,68,F,sharegpt4video-8b,Ses01F_script03_2_F023,0,,,,,,
ang,hap,1.390847206,0.020453635,68,F,VideoLLaMA2-7B,Ses01F_script03_2_F023,0,,,,,,
ang,hap,17.01140547,0.129858057,131,F,MiniCPM-V-2_6,Ses01F_script03_2_F024,0,,,,,,
ang,"hap
",26.87857747,0.205179981,131,F,sharegpt4video-8b,Ses01F_script03_2_F024,0,,,,,,
ang,hap,2.233316898,0.017048221,131,F,VideoLLaMA2-7B,Ses01F_script03_2_F024,0,,,,,,
ang,neu,11.26715302,0.129507506,87,F,MiniCPM-V-2_6,Ses01F_script03_2_F025,0,,,,,,
ang,"hap
",19.10510802,0.219598943,87,F,sharegpt4video-8b,Ses01F_script03_2_F025,0,,,,,,
ang,hap,1.766084671,0.020299824,87,F,VideoLLaMA2-7B,Ses01F_script03_2_F025,0,,,,,,
ang,fru,22.15923858,0.125904765,176,F,MiniCPM-V-2_6,Ses01F_script03_2_F026,0,,,,,,
ang,"hap
",34.9590838,0.198631158,176,F,sharegpt4video-8b,Ses01F_script03_2_F026,0,,,,,,
ang,hap,2.729990721,0.015511311,176,F,VideoLLaMA2-7B,Ses01F_script03_2_F026,0,,,,,,
ang,neu,7.841827631,0.128554551,61,F,MiniCPM-V-2_6,Ses01F_script03_2_F027,0,,,,,,
ang,"hap
",12.68563581,0.207961243,61,F,sharegpt4video-8b,Ses01F_script03_2_F027,0,,,,,,
ang,neu,0.92564106,0.015174444,61,F,VideoLLaMA2-7B,Ses01F_script03_2_F027,0,,,,,,
ang,neu,9.724275589,0.129657008,75,F,MiniCPM-V-2_6,Ses01F_script03_2_F028,0,,,,,,
ang,"hap
",15.91097379,0.212146317,75,F,sharegpt4video-8b,Ses01F_script03_2_F028,0,,,,,,
ang,hap,1.126467466,0.015019566,75,F,VideoLLaMA2-7B,Ses01F_script03_2_F028,0,,,,,,
ang,hap,10.5155313,0.113070229,93,F,MiniCPM-V-2_6,Ses01F_script03_2_F029,0,,,,,,
ang,"hap
",20.3069973,0.21835481,93,F,sharegpt4video-8b,Ses01F_script03_2_F029,0,,,,,,
ang,hap,1.746012688,0.01877433,93,F,VideoLLaMA2-7B,Ses01F_script03_2_F029,0,,,,,,
neu,hap,5.510260582,0.128145595,43,F,MiniCPM-V-2_6,Ses01F_script03_2_F030,0,,,,,,
neu,"hap
",9.621800184,0.223762795,43,F,sharegpt4video-8b,Ses01F_script03_2_F030,0,,,,,,
neu,hap,0.942878723,0.021927412,43,F,VideoLLaMA2-7B,Ses01F_script03_2_F030,0,,,,,,
neu,neu,14.55166125,0.131096047,111,F,MiniCPM-V-2_6,Ses01F_script03_2_F031,1,,,,,,
neu,"hap
",21.46041632,0.193337084,111,F,sharegpt4video-8b,Ses01F_script03_2_F031,0,,,,,,
neu,neu,1.630522013,0.014689388,111,F,VideoLLaMA2-7B,Ses01F_script03_2_F031,1,,,,,,
neu,hap,9.035363436,0.115837993,78,F,MiniCPM-V-2_6,Ses01F_script03_2_F032,0,,,,,,
neu,"hap
",17.46206784,0.223872665,78,F,sharegpt4video-8b,Ses01F_script03_2_F032,0,,,,,,
neu,hap,1.528357744,0.01959433,78,F,VideoLLaMA2-7B,Ses01F_script03_2_F032,0,,,,,,
xxx,neu,11.30710363,0.129966708,87,F,MiniCPM-V-2_6,Ses01F_script03_2_F033,0,,,,,,
xxx,"hap
",19.17543864,0.220407341,87,F,sharegpt4video-8b,Ses01F_script03_2_F033,0,,,,,,
xxx,neu,1.702268839,0.019566308,87,F,VideoLLaMA2-7B,Ses01F_script03_2_F033,0,,,,,,
ang,neu,17.85838294,0.117489361,152,F,MiniCPM-V-2_6,Ses01F_script03_2_F034,0,,,,,,
ang,"hap
",31.48369408,0.207129566,152,F,sharegpt4video-8b,Ses01F_script03_2_F034,0,,,,,,
ang,hap,2.537097216,0.016691429,152,F,VideoLLaMA2-7B,Ses01F_script03_2_F034,0,,,,,,
ang,hap,15.31822205,0.128724555,119,F,MiniCPM-V-2_6,Ses01F_script03_2_F035,0,,,,,,
ang,"hap
",23.96375561,0.201376098,119,F,sharegpt4video-8b,Ses01F_script03_2_F035,0,,,,,,
ang,hap,1.66771245,0.01401439,119,F,VideoLLaMA2-7B,Ses01F_script03_2_F035,0,,,,,,
ang,hap,32.61538196,0.122614218,266,F,MiniCPM-V-2_6,Ses01F_script03_2_F036,0,,,,,,
ang,"hap
",54.51172566,0.204931299,266,F,sharegpt4video-8b,Ses01F_script03_2_F036,0,,,,,,
ang,hap,3.953518152,0.01486285,266,F,VideoLLaMA2-7B,Ses01F_script03_2_F036,0,,,,,,
ang,hap,39.86103296,0.128170524,311,F,MiniCPM-V-2_6,Ses01F_script03_2_F037,0,,,,,,
ang,"hap
",63.02166128,0.202641998,311,F,sharegpt4video-8b,Ses01F_script03_2_F037,0,,,,,,
ang,hap,4.74088645,0.015244008,311,F,VideoLLaMA2-7B,Ses01F_script03_2_F037,0,,,,,,
ang,neu,20.99476123,0.128802216,163,F,MiniCPM-V-2_6,Ses01F_script03_2_F038,0,,,,,,
ang,"hap
",33.41125107,0.204977,163,F,sharegpt4video-8b,Ses01F_script03_2_F038,0,,,,,,
ang,hap,2.821624517,0.01731058,163,F,VideoLLaMA2-7B,Ses01F_script03_2_F038,0,,,,,,
ang,hap,7.693172455,0.128219541,60,F,MiniCPM-V-2_6,Ses01F_script03_2_F039,0,,,,,,
ang,"hap
",12.61520958,0.210253493,60,F,sharegpt4video-8b,Ses01F_script03_2_F039,0,,,,,,
ang,hap,0.937834024,0.015630567,60,F,VideoLLaMA2-7B,Ses01F_script03_2_F039,0,,,,,,
ang,neu,69.63028789,0.12568644,554,F,MiniCPM-V-2_6,Ses01F_script03_2_F040,0,,,,,,
ang,"hap
",109.2532136,0.197207967,554,F,sharegpt4video-8b,Ses01F_script03_2_F040,0,,,,,,
ang,hap,7.466980934,0.013478305,554,F,VideoLLaMA2-7B,Ses01F_script03_2_F040,0,,,,,,
xxx,neu,18.51521969,0.129477061,143,M,MiniCPM-V-2_6,Ses01M_script02_2_M000,0,,,,,,
xxx,"hap
",31.4712038,0.220078348,143,M,sharegpt4video-8b,Ses01M_script02_2_M000,0,,,,,,
xxx,neu,2.301455498,0.016094094,143,M,VideoLLaMA2-7B,Ses01M_script02_2_M000,0,,,,,,
exc,neu,30.72971487,0.122918859,250,M,MiniCPM-V-2_6,Ses01M_script02_2_M001,0,,,,,,
exc,"hap
",51.30341983,0.205213679,250,M,sharegpt4video-8b,Ses01M_script02_2_M001,0,,,,,,
exc,neu,3.21431756,0.01285727,250,M,VideoLLaMA2-7B,Ses01M_script02_2_M001,0,,,,,,
exc,neu,18.15220141,0.114164789,159,M,MiniCPM-V-2_6,Ses01M_script02_2_M002,0,,,,,,
exc,"hap
",33.7400806,0.212201765,159,M,sharegpt4video-8b,Ses01M_script02_2_M002,0,,,,,,
exc,neu,2.458534241,0.01546248,159,M,VideoLLaMA2-7B,Ses01M_script02_2_M002,0,,,,,,
exc,fru,16.79767585,0.131231843,128,M,MiniCPM-V-2_6,Ses01M_script02_2_M003,0,,,,,,
exc,"hap
",23.51992512,0.183749415,128,M,sharegpt4video-8b,Ses01M_script02_2_M003,0,,,,,,
exc,neu,1.687382936,0.013182679,128,M,VideoLLaMA2-7B,Ses01M_script02_2_M003,0,,,,,,
xxx,neu,10.50768828,0.154524828,68,M,MiniCPM-V-2_6,Ses01M_script02_2_M004,0,,,,,,
xxx,"hap
",15.84012246,0.232942977,68,M,sharegpt4video-8b,Ses01M_script02_2_M004,0,,,,,,
xxx,neu,1.187412024,0.017461942,68,M,VideoLLaMA2-7B,Ses01M_script02_2_M004,0,,,,,,
xxx,neu,23.91411805,0.129968033,184,M,MiniCPM-V-2_6,Ses01M_script02_2_M005,0,,,,,,
xxx,"hap
",34.67806363,0.188467737,184,M,sharegpt4video-8b,Ses01M_script02_2_M005,0,,,,,,
xxx,neu,2.66028142,0.014458051,184,M,VideoLLaMA2-7B,Ses01M_script02_2_M005,0,,,,,,
fru,neu,12.25672174,0.130390657,94,M,MiniCPM-V-2_6,Ses01M_script02_2_M006,0,,,,,,
fru,"hap
",20.65771008,0.219762873,94,M,sharegpt4video-8b,Ses01M_script02_2_M006,0,,,,,,
fru,neu,1.737588644,0.018484986,94,M,VideoLLaMA2-7B,Ses01M_script02_2_M006,0,,,,,,
xxx,sur,12.36589074,0.130167271,95,M,MiniCPM-V-2_6,Ses01M_script02_2_M007,0,,,,,,
xxx,"hap
",17.87852287,0.188194978,95,M,sharegpt4video-8b,Ses01M_script02_2_M007,0,,,,,,
xxx,hap,1.676852942,0.017651084,95,M,VideoLLaMA2-7B,Ses01M_script02_2_M007,0,,,,,,
neu,neu,19.59528041,0.127242081,154,M,MiniCPM-V-2_6,Ses01M_script02_2_M008,1,,,,,,
neu,"hap
",33.10215116,0.214949033,154,M,sharegpt4video-8b,Ses01M_script02_2_M008,0,,,,,,
neu,neu,2.610584021,0.016951844,154,M,VideoLLaMA2-7B,Ses01M_script02_2_M008,1,,,,,,
xxx,neu,9.719602823,0.114348269,85,M,MiniCPM-V-2_6,Ses01M_script02_2_M009,0,,,,,,
xxx,"hap
",17.73822999,0.208685059,85,M,sharegpt4video-8b,Ses01M_script02_2_M009,0,,,,,,
xxx,hap,1.551154375,0.018248875,85,M,VideoLLaMA2-7B,Ses01M_script02_2_M009,0,,,,,,
fru,neu,25.5644846,0.127822423,200,M,MiniCPM-V-2_6,Ses01M_script02_2_M010,0,,,,,,
fru,"hap
",39.85220671,0.199261034,200,M,sharegpt4video-8b,Ses01M_script02_2_M010,0,,,,,,
fru,neu,3.091251373,0.015456257,200,M,VideoLLaMA2-7B,Ses01M_script02_2_M010,0,,,,,,
xxx,neu,9.573887587,0.127651834,75,M,MiniCPM-V-2_6,Ses01M_script02_2_M011,0,,,,,,
xxx,"hap
",16.87958169,0.225061089,75,M,sharegpt4video-8b,Ses01M_script02_2_M011,0,,,,,,
xxx,neu,1.254971027,0.016732947,75,M,VideoLLaMA2-7B,Ses01M_script02_2_M011,0,,,,,,
fru,neu,5.603307962,0.127347908,44,M,MiniCPM-V-2_6,Ses01M_script02_2_M012,0,,,,,,
fru,"hap
",9.569619656,0.217491356,44,M,sharegpt4video-8b,Ses01M_script02_2_M012,0,,,,,,
fru,neu,0.771945238,0.01754421,44,M,VideoLLaMA2-7B,Ses01M_script02_2_M012,0,,,,,,
neu,neu,9.629257441,0.130125101,74,M,MiniCPM-V-2_6,Ses01M_script02_2_M013,1,,,,,,
neu,"hap
",15.25384855,0.206133089,74,M,sharegpt4video-8b,Ses01M_script02_2_M013,0,,,,,,
neu,neu,1.172499657,0.01584459,74,M,VideoLLaMA2-7B,Ses01M_script02_2_M013,1,,,,,,
fru,neu,15.85192347,0.120090329,132,M,MiniCPM-V-2_6,Ses01M_script02_2_M014,0,,,,,,
